都道府県,国籍,時点,人口
岡山県,米国,2025/06,423
岡山県,総数,2024/06,37129
岡山県,総数,2025/06,40130
岡山県,英国,2024/06,120
岡山県,英国,2025/06,125
岡山県,韓国・朝鮮,2024/06,4466
岡山県,韓国・朝鮮,2025/06,4389
岩手県,その他,2024/06,359
岩手県,その他,2025/06,390
岩手県,インド,2024/06,105
岩手県,インド,2025/06,119
岩手県,インドネシア,2024/06,1234
岩手県,インドネシア,2025/06,1699
岩手県,カンボジア,2024/06,186
岩手県,カンボジア,2025/06,206
岩手県,スリランカ,2024/06,27
岩手県,スリランカ,2025/06,27
岩手県,タイ,2024/06,220
岩手県,タイ,2025/06,252
岩手県,ネパール,2024/06,308
岩手県,ネパール,2025/06,443
岩手県,バングラデシュ,2024/06,133
岩手県,バングラデシュ,2025/06,162
岩手県,パキスタン,2024/06,83
岩手県,パキスタン,2025/06,105
岩手県,フィリピン,2024/06,1548
岩手県,フィリピン,2025/06,1620
岩手県,ブラジル,2024/06,107
岩手県,ブラジル,2025/06,102
岩手県,ベトナム,2024/06,2763
岩手県,ベトナム,2025/06,2919
岩手県,ペルー,2024/06,18
岩手県,ペルー,2025/06,20
岩手県,ミャンマー,2024/06,669
岩手県,ミャンマー,2025/06,816
岩手県,モンゴル,2024/06,136
岩手県,モンゴル,2025/06,99
岩手県,中国,2024/06,1544
岩手県,中国,2025/06,1571
岩手県,台湾,2024/06,124
岩手県,台湾,2025/06,122
岩手県,米国,2024/06,220
岩手県,米国,2025/06,240
岩手県,総数,2024/06,10644
岩手県,総数,2025/06,11775
岩手県,英国,2024/06,96
岩手県,英国,2025/06,129
岩手県,韓国・朝鮮,2024/06,764
岩手県,韓国・朝鮮,2025/06,734
島根県,その他,2024/06,258
島根県,その他,2025/06,275
島根県,インド,2024/06,67
島根県,インド,2025/06,56
島根県,インドネシア,2024/06,537
島根県,インドネシア,2025/06,712
島根県,カンボジア,2024/06,224
島根県,カンボジア,2025/06,211
島根県,スリランカ,2024/06,8
島根県,スリランカ,2025/06,17
島根県,タイ,2024/06,151
島根県,タイ,2025/06,164
島根県,ネパール,2024/06,273
島根県,ネパール,2025/06,348
島根県,バングラデシュ,2024/06,142
島根県,バングラデシュ,2025/06,177
島根県,パキスタン,2024/06,19
島根県,パキスタン,2025/06,81
島根県,フィリピン,2024/06,1111
島根県,フィリピン,2025/06,1179
島根県,ブラジル,2024/06,3838
島根県,ブラジル,2025/06,3980
島根県,ベトナム,2024/06,1746
島根県,ベトナム,2025/06,1988
島根県,ペルー,2024/06,8
島根県,ペルー,2025/06,8
島根県,ミャンマー,2024/06,364
島根県,ミャンマー,2025/06,509
島根県,モンゴル,2024/06,36
島根県,モンゴル,2025/06,38
島根県,中国,2024/06,1083
島根県,中国,2025/06,1095
島根県,台湾,2024/06,57
島根県,台湾,2025/06,45
島根県,米国,2024/06,159
島根県,米国,2025/06,177
島根県,総数,2024/06,10686
島根県,総数,2025/06,11652
島根県,英国,2024/06,30
島根県,英国,2025/06,29
島根県,韓国・朝鮮,2024/06,575
島根県,韓国・朝鮮,2025/06,563
広島県,その他,2024/06,2305
広島県,その他,2025/06,2474
広島県,インド,2024/06,532
広島県,インド,2025/06,592
広島県,インドネシア,2024/06,5133
広島県,インドネシア,2025/06,6789
広島県,カンボジア,2024/06,553
広島県,カンボジア,2025/06,522
広島県,スリランカ,2024/06,321
広島県,スリランカ,2025/06,439
広島県,タイ,2024/06,1535
広島県,タイ,2025/06,1653
広島県,ネパール,2024/06,2427
広島県,ネパール,2025/06,2994
広島県,バングラデシュ,2024/06,569
広島県,バングラデシュ,2025/06,729
広島県,パキスタン,2024/06,162
広島県,パキスタン,2025/06,201
広島県,フィリピン,2024/06,10194
広島県,フィリピン,2025/06,11023
広島県,ブラジル,2024/06,2319
広島県,ブラジル,2025/06,2299
広島県,ベトナム,2024/06,15308
広島県,ベトナム,2025/06,16110
広島県,ペルー,2024/06,684
広島県,ペルー,2025/06,689
広島県,ミャンマー,2024/06,1547
広島県,ミャンマー,2025/06,2378
広島県,モンゴル,2024/06,126
広島県,モンゴル,2025/06,115
広島県,中国,2024/06,12141
広島県,中国,2025/06,12367
広島県,台湾,2024/06,411
広島県,台湾,2025/06,474
広島県,米国,2024/06,822
広島県,米国,2025/06,848
広島県,総数,2024/06,64419
広島県,総数,2025/06,69897
広島県,英国,2024/06,222
広島県,英国,2025/06,225
広島県,韓国・朝鮮,2024/06,7108
広島県,韓国・朝鮮,2025/06,6976
徳島県,その他,2024/06,408
徳島県,その他,2025/06,468
徳島県,インド,2024/06,93
徳島県,インド,2025/06,103
徳島県,インドネシア,2024/06,976
徳島県,インドネシア,2025/06,1220
徳島県,カンボジア,2024/06,266
徳島県,カンボジア,2025/06,302
徳島県,スリランカ,2024/06,68
徳島県,スリランカ,2025/06,105
徳島県,タイ,2024/06,82
徳島県,タイ,2025/06,93
徳島県,ネパール,2024/06,272
徳島県,ネパール,2025/06,369
徳島県,バングラデシュ,2024/06,92
徳島県,バングラデシュ,2025/06,144
徳島県,パキスタン,2024/06,90
徳島県,パキスタン,2025/06,105
徳島県,フィリピン,2024/06,941
徳島県,フィリピン,2025/06,997
徳島県,ブラジル,2024/06,40
徳島県,ブラジル,2025/06,54
徳島県,ベトナム,2024/06,2288
徳島県,ベトナム,2025/06,2332
徳島県,ペルー,2024/06,15
徳島県,ペルー,2025/06,18
徳島県,ミャンマー,2024/06,408
徳島県,ミャンマー,2025/06,576
徳島県,モンゴル,2024/06,77
徳島県,モンゴル,2025/06,83
徳島県,中国,2024/06,1613
徳島県,中国,2025/06,1617
徳島県,台湾,2024/06,54
徳島県,台湾,2025/06,58
徳島県,米国,2024/06,184
徳島県,米国,2025/06,191
徳島県,総数,2024/06,8321
徳島県,総数,2025/06,9190
徳島県,英国,2024/06,37
徳島県,英国,2025/06,34
徳島県,韓国・朝鮮,2024/06,317
徳島県,韓国・朝鮮,2025/06,321
愛媛県,その他,2024/06,516
愛媛県,その他,2025/06,576
愛媛県,インド,2024/06,91
愛媛県,インド,2025/06,115
愛媛県,インドネシア,2024/06,1610
愛媛県,インドネシア,2025/06,2152
愛媛県,カンボジア,2024/06,436
愛媛県,カンボジア,2025/06,427
愛媛県,スリランカ,2024/06,107
愛媛県,スリランカ,2025/06,148
愛媛県,タイ,2024/06,170
愛媛県,タイ,2025/06,175
愛媛県,ネパール,2024/06,484
愛媛県,ネパール,2025/06,629
愛媛県,バングラデシュ,2024/06,100
愛媛県,バングラデシュ,2025/06,115
愛媛県,パキスタン,2024/06,58
愛媛県,パキスタン,2025/06,71
愛媛県,フィリピン,2024/06,3780
愛媛県,フィリピン,2025/06,4325
愛媛県,ブラジル,2024/06,244
愛媛県,ブラジル,2025/06,255
愛媛県,ベトナム,2024/06,4517
愛媛県,ベトナム,2025/06,4586
愛媛県,ペルー,2024/06,44
愛媛県,ペルー,2025/06,52
愛媛県,ミャンマー,2024/06,1078
愛媛県,ミャンマー,2025/06,1345
愛媛県,モンゴル,2024/06,16
愛媛県,モンゴル,2025/06,17
愛媛県,中国,2024/06,2617
愛媛県,中国,2025/06,2517
愛媛県,台湾,2024/06,112
愛媛県,台湾,2025/06,111
愛媛県,米国,2024/06,241
愛媛県,米国,2025/06,259
愛媛県,総数,2024/06,17439
愛媛県,総数,2025/06,19069
愛媛県,英国,2024/06,82
愛媛県,英国,2025/06,83
愛媛県,韓国・朝鮮,2024/06,1136
愛媛県,韓国・朝鮮,2025/06,1111
愛知県,その他,2024/06,11341
愛知県,その他,2025/06,12072
愛知県,インド,2024/06,1701
愛知県,インド,2025/06,2223
愛知県,インドネシア,2024/06,14112
愛知県,インドネシア,2025/06,18484
愛知県,カンボジア,2024/06,2104
愛知県,カンボジア,2025/06,2222
愛知県,スリランカ,2024/06,4299
愛知県,スリランカ,2025/06,5429
愛知県,タイ,2024/06,4372
愛知県,タイ,2025/06,4590
愛知県,ネパール,2024/06,16750
愛知県,ネパール,2025/06,21314
愛知県,バングラデシュ,2024/06,1293
愛知県,バングラデシュ,2025/06,1604
愛知県,パキスタン,2024/06,2725
愛知県,パキスタン,2025/06,3270
愛知県,フィリピン,2024/06,45852
愛知県,フィリピン,2025/06,47765
愛知県,ブラジル,2024/06,61305
愛知県,ブラジル,2025/06,61003
愛知県,ベトナム,2024/06,61045
愛知県,ベトナム,2025/06,67842
愛知県,ペルー,2024/06,7934
愛知県,ペルー,2025/06,7959
愛知県,ミャンマー,2024/06,5887
愛知県,ミャンマー,2025/06,8489
愛知県,モンゴル,2024/06,874
愛知県,モンゴル,2025/06,903
愛知県,中国,2024/06,46122
愛知県,中国,2025/06,47656
愛知県,台湾,2024/06,2216
愛知県,台湾,2025/06,2362
愛知県,米国,2024/06,2461
愛知県,米国,2025/06,2577
愛知県,総数,2024/06,321041
愛知県,総数,2025/06,345900
愛知県,英国,2024/06,702
愛知県,英国,2025/06,728
愛知県,韓国・朝鮮,2024/06,27946
愛知県,韓国・朝鮮,2025/06,27408
新潟県,その他,2024/06,1413
新潟県,その他,2025/06,1551
新潟県,インド,2024/06,140
新潟県,インド,2025/06,180
新潟県,インドネシア,2024/06,1671
新潟県,インドネシア,2025/06,2359
新潟県,カンボジア,2024/06,148
新潟県,カンボジア,2025/06,166
新潟県,スリランカ,2024/06,316
新潟県,スリランカ,2025/06,440
新潟県,タイ,2024/06,477
新潟県,タイ,2025/06,472
新潟県,ネパール,2024/06,972
新潟県,ネパール,2025/06,1363
新潟県,バングラデシュ,2024/06,142
新潟県,バングラデシュ,2025/06,168
新潟県,パキスタン,2024/06,426
新潟県,パキスタン,2025/06,455
新潟県,フィリピン,2024/06,3174
新潟県,フィリピン,2025/06,3402
新潟県,ブラジル,2024/06,305
新潟県,ブラジル,2025/06,296
新潟県,ベトナム,2024/06,4807
新潟県,ベトナム,2025/06,5218
新潟県,ペルー,2024/06,60
新潟県,ペルー,2025/06,59
新潟県,ミャンマー,2024/06,829
新潟県,ミャンマー,2025/06,1203
新潟県,モンゴル,2024/06,321
新潟県,モンゴル,2025/06,343
新潟県,中国,2024/06,4453
新潟県,中国,2025/06,4570
新潟県,台湾,2024/06,304
新潟県,台湾,2025/06,315
新潟県,米国,2024/06,373
新潟県,米国,2025/06,393
新潟県,総数,2024/06,22139
新潟県,総数,2025/06,24737
新潟県,英国,2024/06,132
新潟県,英国,2025/06,142
新潟県,韓国・朝鮮,2024/06,1676
新潟県,韓国・朝鮮,2025/06,1642
未定・不詳,その他,2024/06,1621
未定・不詳,その他,2025/06,1792
未定・不詳,インド,2024/06,305
未定・不詳,インド,2025/06,202
未定・不詳,インドネシア,2024/06,1086
未定・不詳,インドネシア,2025/06,426
未定・不詳,カンボジア,2024/06,40
未定・不詳,カンボジア,2025/06,34
未定・不詳,スリランカ,2024/06,428
未定・不詳,スリランカ,2025/06,161
未定・不詳,タイ,2024/06,207
未定・不詳,タイ,2025/06,148
未定・不詳,ネパール,2024/06,469
未定・不詳,ネパール,2025/06,146
未定・不詳,バングラデシュ,2024/06,96
未定・不詳,バングラデシュ,2025/06,55
未定・不詳,パキスタン,2024/06,85
未定・不詳,パキスタン,2025/06,58
未定・不詳,フィリピン,2024/06,545
未定・不詳,フィリピン,2025/06,293
未定・不詳,ブラジル,2024/06,118
未定・不詳,ブラジル,2025/06,44
未定・不詳,ベトナム,2024/06,1275
未定・不詳,ベトナム,2025/06,518
未定・不詳,ペルー,2024/06,25
未定・不詳,ペルー,2025/06,13
未定・不詳,ミャンマー,2024/06,447
未定・不詳,ミャンマー,2025/06,229
未定・不詳,モンゴル,2024/06,97
未定・不詳,モンゴル,2025/06,31
未定・不詳,中国,2024/06,2077
未定・不詳,中国,2025/06,1485
未定・不詳,台湾,2024/06,375
未定・不詳,台湾,2025/06,283
未定・不詳,米国,2024/06,491
未定・不詳,米国,2025/06,357
未定・不詳,総数,2024/06,10433
未定・不詳,総数,2025/06,6842
未定・不詳,英国,2024/06,144
未定・不詳,英国,2025/06,166
未定・不詳,韓国・朝鮮,2024/06,502
未定・不詳,韓国・朝鮮,2025/06,401
東京都,その他,2024/06,59237
東京都,その他,2025/06,62633
東京都,インド,2024/06,19290
東京都,インド,2025/06,20642
東京都,インドネシア,2024/06,11215
東京都,インドネシア,2025/06,14439
東京都,カンボジア,2024/06,1046
東京都,カンボジア,2025/06,1219
東京都,スリランカ,2024/06,4530
東京都,スリランカ,2025/06,5759
東京都,タイ,2024/06,9103
東京都,タイ,2025/06,9517
東京都,ネパール,2024/06,43148
東京都,ネパール,2025/06,58693
東京都,バングラデシュ,2024/06,7239
東京都,バングラデシュ,2025/06,8994
東京都,パキスタン,2024/06,1686
東京都,パキスタン,2025/06,1856
東京都,フィリピン,2024/06,36948
東京都,フィリピン,2025/06,38016
東京都,ブラジル,2024/06,4391
東京都,ブラジル,2025/06,4677
東京都,ベトナム,2024/06,50301
東京都,ベトナム,2025/06,57267
東京都,ペルー,2024/06,2231
東京都,ペルー,2025/06,2315
東京都,ミャンマー,2024/06,24800
東京都,ミャンマー,2025/06,35585
東京都,モンゴル,2024/06,5233
東京都,モンゴル,2025/06,5608
東京都,中国,2024/06,272328
東京都,中国,2025/06,294826
東京都,台湾,2024/06,23438
東京都,台湾,2025/06,24796
東京都,米国,2024/06,22007
東京都,米国,2025/06,23251
東京都,総数,2024/06,701955
東京都,総数,2025/06,775340
東京都,英国,2024/06,7307
東京都,英国,2025/06,7596
東京都,韓国・朝鮮,2024/06,96477
東京都,韓国・朝鮮,2025/06,97651
栃木県,その他,2024/06,2254
栃木県,その他,2025/06,2316
栃木県,インド,2024/06,1240
栃木県,インド,2025/06,1438
栃木県,インドネシア,2024/06,3438
栃木県,インドネシア,2025/06,4504
栃木県,カンボジア,2024/06,452
栃木県,カンボジア,2025/06,471
栃木県,スリランカ,2024/06,2951
栃木県,スリランカ,2025/06,3594
栃木県,タイ,2024/06,2076
栃木県,タイ,2025/06,2183
栃木県,ネパール,2024/06,3414
栃木県,ネパール,2025/06,4736
栃木県,バングラデシュ,2024/06,779
栃木県,バングラデシュ,2025/06,834
栃木県,パキスタン,2024/06,1937
栃木県,パキスタン,2025/06,2276
栃木県,フィリピン,2024/06,5511
栃木県,フィリピン,2025/06,5654
栃木県,ブラジル,2024/06,3996
栃木県,ブラジル,2025/06,3835
栃木県,ベトナム,2024/06,11206
栃木県,ベトナム,2025/06,12015
栃木県,ペルー,2024/06,3178
栃木県,ペルー,2025/06,3139
栃木県,ミャンマー,2024/06,1443
栃木県,ミャンマー,2025/06,2023
栃木県,モンゴル,2024/06,260
栃木県,モンゴル,2025/06,303
栃木県,中国,2024/06,6328
栃木県,中国,2025/06,6509
栃木県,台湾,2024/06,989
栃木県,台湾,2025/06,991
栃木県,米国,2024/06,555
栃木県,米国,2025/06,496
栃木県,総数,2024/06,54493
栃木県,総数,2025/06,59809
栃木県,英国,2024/06,139
栃木県,英国,2025/06,138
栃木県,韓国・朝鮮,2024/06,2347
栃木県,韓国・朝鮮,2025/06,2354
沖縄県,その他,2024/06,2187
沖縄県,その他,2025/06,2388
沖縄県,インド,2024/06,416
沖縄県,インド,2025/06,429
沖縄県,インドネシア,2024/06,2738
沖縄県,インドネシア,2025/06,3562
沖縄県,カンボジア,2024/06,117
沖縄県,カンボジア,2025/06,121
沖縄県,スリランカ,2024/06,327
沖縄県,スリランカ,2025/06,487
沖縄県,タイ,2024/06,333
沖縄県,タイ,2025/06,364
沖縄県,ネパール,2024/06,4873
沖縄県,ネパール,2025/06,6178
沖縄県,バングラデシュ,2024/06,92
沖縄県,バングラデシュ,2025/06,133
沖縄県,パキスタン,2024/06,63
沖縄県,パキスタン,2025/06,105
沖縄県,フィリピン,2024/06,2673
沖縄県,フィリピン,2025/06,2842
沖縄県,ブラジル,2024/06,921
沖縄県,ブラジル,2025/06,1012
沖縄県,ベトナム,2024/06,2659
沖縄県,ベトナム,2025/06,2906
沖縄県,ペルー,2024/06,288
沖縄県,ペルー,2025/06,301
沖縄県,ミャンマー,2024/06,711
沖縄県,ミャンマー,2025/06,1315
沖縄県,モンゴル,2024/06,43
沖縄県,モンゴル,2025/06,43
沖縄県,中国,2024/06,2969
沖縄県,中国,2025/06,3249
沖縄県,台湾,2024/06,963
沖縄県,台湾,2025/06,970
沖縄県,米国,2024/06,2830
沖縄県,米国,2025/06,2972
沖縄県,総数,2024/06,26996
沖縄県,総数,2025/06,31249
沖縄県,英国,2024/06,287
沖縄県,英国,2025/06,290
沖縄県,韓国・朝鮮,2024/06,1506
沖縄県,韓国・朝鮮,2025/06,1582
滋賀県,その他,2024/06,1567
滋賀県,その他,2025/06,1597
滋賀県,インド,2024/06,255
滋賀県,インド,2025/06,302
滋賀県,インドネシア,2024/06,2519
滋賀県,インドネシア,2025/06,3144
滋賀県,カンボジア,2024/06,237
滋賀県,カンボジア,2025/06,254
滋賀県,スリランカ,2024/06,130
滋賀県,スリランカ,2025/06,198
滋賀県,タイ,2024/06,547
滋賀県,タイ,2025/06,582
滋賀県,ネパール,2024/06,694
滋賀県,ネパール,2025/06,933
滋賀県,バングラデシュ,2024/06,100
滋賀県,バングラデシュ,2025/06,142
滋賀県,パキスタン,2024/06,68
滋賀県,パキスタン,2025/06,90
滋賀県,フィリピン,2024/06,3277
滋賀県,フィリピン,2025/06,3493
滋賀県,ブラジル,2024/06,9618
滋賀県,ブラジル,2025/06,9333
滋賀県,ベトナム,2024/06,10434
滋賀県,ベトナム,2025/06,11777
滋賀県,ペルー,2024/06,1599
滋賀県,ペルー,2025/06,1590
滋賀県,ミャンマー,2024/06,893
滋賀県,ミャンマー,2025/06,1406
滋賀県,モンゴル,2024/06,76
滋賀県,モンゴル,2025/06,89
滋賀県,中国,2024/06,4745
滋賀県,中国,2025/06,4731
滋賀県,台湾,2024/06,274
滋賀県,台湾,2025/06,270
滋賀県,米国,2024/06,393
滋賀県,米国,2025/06,425
滋賀県,総数,2024/06,41490
滋賀県,総数,2025/06,44345
滋賀県,英国,2024/06,96
滋賀県,英国,2025/06,102
滋賀県,韓国・朝鮮,2024/06,3968
滋賀県,韓国・朝鮮,2025/06,3887
熊本県,その他,2024/06,919
熊本県,その他,2025/06,895
熊本県,インド,2024/06,140
熊本県,インド,2025/06,149
熊本県,インドネシア,2024/06,3062
熊本県,インドネシア,2025/06,4047
熊本県,カンボジア,2024/06,1463
熊本県,カンボジア,2025/06,1556
熊本県,スリランカ,2024/06,218
熊本県,スリランカ,2025/06,309
熊本県,タイ,2024/06,450
熊本県,タイ,2025/06,455
熊本県,ネパール,2024/06,1602
熊本県,ネパール,2025/06,1977
熊本県,バングラデシュ,2024/06,110
熊本県,バングラデシュ,2025/06,143
熊本県,パキスタン,2024/06,195
熊本県,パキスタン,2025/06,221
熊本県,フィリピン,2024/06,3952
熊本県,フィリピン,2025/06,4223
熊本県,ブラジル,2024/06,78
熊本県,ブラジル,2025/06,86
熊本県,ベトナム,2024/06,6779
熊本県,ベトナム,2025/06,7054
熊本県,ペルー,2024/06,10
熊本県,ペルー,2025/06,7
熊本県,ミャンマー,2024/06,1591
熊本県,ミャンマー,2025/06,2361
熊本県,モンゴル,2024/06,45
熊本県,モンゴル,2025/06,41
熊本県,中国,2024/06,3394
熊本県,中国,2025/06,3517
熊本県,台湾,2024/06,1753
熊本県,台湾,2025/06,2108
熊本県,米国,2024/06,438
熊本県,米国,2025/06,442
熊本県,総数,2024/06,27407
熊本県,総数,2025/06,30825
熊本県,英国,2024/06,117
熊本県,英国,2025/06,121
熊本県,韓国・朝鮮,2024/06,1091
熊本県,韓国・朝鮮,2025/06,1113
石川県,その他,2024/06,788
石川県,その他,2025/06,842
石川県,インド,2024/06,186
石川県,インド,2025/06,215
石川県,インドネシア,2024/06,1819
石川県,インドネシア,2025/06,2410
石川県,カンボジア,2024/06,164
石川県,カンボジア,2025/06,186
石川県,スリランカ,2024/06,76
石川県,スリランカ,2025/06,146
石川県,タイ,2024/06,348
石川県,タイ,2025/06,403
石川県,ネパール,2024/06,650
石川県,ネパール,2025/06,841
石川県,バングラデシュ,2024/06,241
石川県,バングラデシュ,2025/06,291
石川県,パキスタン,2024/06,71
石川県,パキスタン,2025/06,64
石川県,フィリピン,2024/06,1594
石川県,フィリピン,2025/06,1721
石川県,ブラジル,2024/06,1716
石川県,ブラジル,2025/06,1715
石川県,ベトナム,2024/06,5548
石川県,ベトナム,2025/06,5867
石川県,ペルー,2024/06,90
石川県,ペルー,2025/06,98
石川県,ミャンマー,2024/06,931
石川県,ミャンマー,2025/06,1487
石川県,モンゴル,2024/06,114
石川県,モンゴル,2025/06,120
石川県,中国,2024/06,3915
石川県,中国,2025/06,3913
石川県,台湾,2024/06,232
石川県,台湾,2025/06,228
石川県,米国,2024/06,336
石川県,米国,2025/06,341
石川県,総数,2024/06,20234
石川県,総数,2025/06,22294
石川県,英国,2024/06,90
石川県,英国,2025/06,96
石川県,韓国・朝鮮,2024/06,1325
石川県,韓国・朝鮮,2025/06,1310
神奈川県,その他,2024/06,20476
神奈川県,その他,2025/06,21431
神奈川県,インド,2024/06,8161
神奈川県,インド,2025/06,8056
神奈川県,インドネシア,2024/06,9322
神奈川県,インドネシア,2025/06,12216
神奈川県,カンボジア,2024/06,2736
神奈川県,カンボジア,2025/06,2983
神奈川県,スリランカ,2024/06,6686
神奈川県,スリランカ,2025/06,8456
神奈川県,タイ,2024/06,4858
神奈川県,タイ,2025/06,5187
神奈川県,ネパール,2024/06,13631
神奈川県,ネパール,2025/06,17951
神奈川県,バングラデシュ,2024/06,2272
神奈川県,バングラデシュ,2025/06,2752
神奈川県,パキスタン,2024/06,1629
神奈川県,パキスタン,2025/06,1765
神奈川県,フィリピン,2024/06,26826
神奈川県,フィリピン,2025/06,27814
神奈川県,ブラジル,2024/06,9474
神奈川県,ブラジル,2025/06,9464
神奈川県,ベトナム,2024/06,37867
神奈川県,ベトナム,2025/06,43152
神奈川県,ペルー,2024/06,6497
神奈川県,ペルー,2025/06,6454
神奈川県,ミャンマー,2024/06,4946
神奈川県,ミャンマー,2025/06,8078
神奈川県,モンゴル,2024/06,1944
神奈川県,モンゴル,2025/06,1983
神奈川県,中国,2024/06,78979
神奈川県,中国,2025/06,84236
神奈川県,台湾,2024/06,6182
神奈川県,台湾,2025/06,6472
神奈川県,米国,2024/06,6871
神奈川県,米国,2025/06,7135
神奈川県,総数,2024/06,280020
神奈川県,総数,2025/06,306363
神奈川県,英国,2024/06,1847
神奈川県,英国,2025/06,1948
神奈川県,韓国・朝鮮,2024/06,28816
神奈川県,韓国・朝鮮,2025/06,28830
福井県,その他,2024/06,401
福井県,その他,2025/06,405
福井県,インド,2024/06,51
福井県,インド,2025/06,55
福井県,インドネシア,2024/06,1131
福井県,インドネシア,2025/06,1564
福井県,カンボジア,2024/06,360
福井県,カンボジア,2025/06,357
福井県,スリランカ,2024/06,70
福井県,スリランカ,2025/06,83
福井県,タイ,2024/06,302
福井県,タイ,2025/06,471
福井県,ネパール,2024/06,403
福井県,ネパール,2025/06,541
福井県,バングラデシュ,2024/06,125
福井県,バングラデシュ,2025/06,186
福井県,パキスタン,2024/06,24
福井県,パキスタン,2025/06,35
福井県,フィリピン,2024/06,2221
福井県,フィリピン,2025/06,2399
福井県,ブラジル,2024/06,4780
福井県,ブラジル,2025/06,5128
福井県,ベトナム,2024/06,3873
福井県,ベトナム,2025/06,4085
福井県,ペルー,2024/06,66
福井県,ペルー,2025/06,63
福井県,ミャンマー,2024/06,737
福井県,ミャンマー,2025/06,1091
福井県,モンゴル,2024/06,52
福井県,モンゴル,2025/06,54
福井県,中国,2024/06,1987
福井県,中国,2025/06,1965
福井県,台湾,2024/06,118
福井県,台湾,2025/06,116
福井県,米国,2024/06,209
福井県,米国,2025/06,222
福井県,総数,2024/06,18937
福井県,総数,2025/06,20783
福井県,英国,2024/06,31
福井県,英国,2025/06,29
福井県,韓国・朝鮮,2024/06,1996
福井県,韓国・朝鮮,2025/06,1934
福岡県,その他,2024/06,4914
福岡県,その他,2025/06,5140
福岡県,インド,2024/06,609
福岡県,インド,2025/06,697
福岡県,インドネシア,2024/06,5416
福岡県,インドネシア,2025/06,7938
福岡県,カンボジア,2024/06,859
福岡県,カンボジア,2025/06,964
福岡県,スリランカ,2024/06,1413
福岡県,スリランカ,2025/06,2066
福岡県,タイ,2024/06,854
福岡県,タイ,2025/06,908
福岡県,ネパール,2024/06,16191
福岡県,ネパール,2025/06,20896
福岡県,バングラデシュ,2024/06,458
福岡県,バングラデシュ,2025/06,701
福岡県,パキスタン,2024/06,492
福岡県,パキスタン,2025/06,615
福岡県,フィリピン,2024/06,6891
福岡県,フィリピン,2025/06,7480
福岡県,ブラジル,2024/06,414
福岡県,ブラジル,2025/06,389
福岡県,ベトナム,2024/06,21884
福岡県,ベトナム,2025/06,23169
福岡県,ペルー,2024/06,240
福岡県,ペルー,2025/06,230
福岡県,ミャンマー,2024/06,3955
福岡県,ミャンマー,2025/06,5881
福岡県,モンゴル,2024/06,303
福岡県,モンゴル,2025/06,324
福岡県,中国,2024/06,20998
福岡県,中国,2025/06,22371
福岡県,台湾,2024/06,1354
福岡県,台湾,2025/06,1541
福岡県,米国,2024/06,1707
福岡県,米国,2025/06,1860
福岡県,総数,2024/06,105049
福岡県,総数,2025/06,119392
福岡県,英国,2024/06,622
福岡県,英国,2025/06,682
福岡県,韓国・朝鮮,2024/06,15475
福岡県,韓国・朝鮮,2025/06,15540
福島県,その他,2024/06,795
福島県,その他,2025/06,787
福島県,インド,2024/06,208
福島県,インド,2025/06,251
福島県,インドネシア,2024/06,1452
福島県,インドネシア,2025/06,1914
福島県,カンボジア,2024/06,191
福島県,カンボジア,2025/06,222
福島県,スリランカ,2024/06,230
福島県,スリランカ,2025/06,277
福島県,タイ,2024/06,389
福島県,タイ,2025/06,392
福島県,ネパール,2024/06,1175
福島県,ネパール,2025/06,1432
福島県,バングラデシュ,2024/06,169
福島県,バングラデシュ,2025/06,172
福島県,パキスタン,2024/06,230
福島県,パキスタン,2025/06,268
福島県,フィリピン,2024/06,3014
福島県,フィリピン,2025/06,3246
福島県,ブラジル,2024/06,215
福島県,ブラジル,2025/06,204
福島県,ベトナム,2024/06,4707
福島県,ベトナム,2025/06,5153
福島県,ペルー,2024/06,44
福島県,ペルー,2025/06,50
福島県,ミャンマー,2024/06,926
福島県,ミャンマー,2025/06,1146
福島県,モンゴル,2024/06,126
福島県,モンゴル,2025/06,124
福島県,中国,2024/06,3086
福島県,中国,2025/06,3127
福島県,台湾,2024/06,149
福島県,台湾,2025/06,142
福島県,米国,2024/06,298
福島県,米国,2025/06,299
福島県,総数,2024/06,18936
福島県,総数,2025/06,20708
福島県,英国,2024/06,110
福島県,英国,2025/06,100
福島県,韓国・朝鮮,2024/06,1422
福島県,韓国・朝鮮,2025/06,1402
秋田県,その他,2024/06,442
秋田県,その他,2025/06,469
秋田県,インド,2024/06,40
秋田県,インド,2025/06,50
秋田県,インドネシア,2024/06,427
秋田県,インドネシア,2025/06,567
秋田県,カンボジア,2024/06,90
秋田県,カンボジア,2025/06,101
秋田県,スリランカ,2024/06,163
秋田県,スリランカ,2025/06,125
秋田県,タイ,2024/06,96
秋田県,タイ,2025/06,99
秋田県,ネパール,2024/06,139
秋田県,ネパール,2025/06,179
秋田県,バングラデシュ,2024/06,13
秋田県,バングラデシュ,2025/06,15
秋田県,パキスタン,2024/06,47
秋田県,パキスタン,2025/06,66
秋田県,フィリピン,2024/06,979
秋田県,フィリピン,2025/06,1012
秋田県,ブラジル,2024/06,12
秋田県,ブラジル,2025/06,15
秋田県,ベトナム,2024/06,1023
秋田県,ベトナム,2025/06,1099
秋田県,ペルー,2024/06,8
秋田県,ペルー,2025/06,7
秋田県,ミャンマー,2024/06,220
秋田県,ミャンマー,2025/06,365
